heart_rate,burned_calories,step,step_frequency,speed,m_speed,distance,m_activity,m_ambience,m_light,w_light,m_ble,m_screen_use,m_usage_stats,m_charging
84.0,0.0,0.0,0.0,0.0,0.2750483,0.0,3,0,0.3569052,0.0,0,0,0.0,1
81.0,0.0,0.0,0.0,0.0,0.283908,0.0,3,0,0.37597626,0.0,0,0,0.0,1
82.0,0.0,0.0,0.0,0.0,0.24320544,0.0,3,0,0.39219266,0.0,0,0,0.0,1
83.0,0.0,0.0,0.0,0.0,0.2654172,0.0,3,0,0.40629876,0.0,0,0,0.0,1
83.0,0.0,0.0,0.0,0.0,0.3068911,0.0,3,0,0.41878107,0.0,0,0,0.0,1
84.0,0.0,0.0,0.0,0.0,0.283908,0.0,3,0,0.42997518,0.0,0,0,0.0,1
85.0,0.0,0.0,0.0,0.0,0.1983255,0.0,3,0,0.42236114,0.0,0,0,0.0,1
85.0,0.0,0.0,0.0,0.0,0.21538806,0.0,3,0,0.41417262,0.0,0,0,0.0,0
86.0,0.0,0.0,0.0,0.0,0.2654172,0.0,3,0,0.4053158,0.0,0,0,0.0,0
86.0,0.0,0.0,0.0,0.0,0.21538806,0.0,3,0,0.39567173,0.0,0,0,0.0,0
86.0,0.0,0.0,0.0,0.0,0.1983255,0.0,3,248,0.3850868,0.0,0,0,0.76827526,0
86.0,0.0,0.0,0.0,0.0,0.12160272,0.0,3,248,0.37335733,0.0,0,0,0.76827526,0
86.0,0.0,0.0,0.0,0.0,0.12160272,0.0,3,214,0.36020547,0.0,0,0,0.76827526,0
86.0,0.0,0.0,0.0,0.0,0.15344556,0.0,3,214,0.345238,0.0,0,0,0.76827526,0
86.0,0.0,0.0,0.0,0.0,0.31992823,0.0,3,150,0.32787213,0.0,0,0,0.76827526,0
86.0,0.0,0.0,0.0,0.0,0.1983255,0.0,3,150,0.30718976,0.0,0,0,0.76827526,0
88.0,0.0,0.0,0.0,0.0,0.25486755,0.0,3,206,0.32101646,0.2940196,0,0,0.76827526,0
89.0,0.0,0.0,0.0,0.0,0.2750483,0.0,3,206,0.33327958,0.36559552,0,0,0.76827526,0
90.0,0.0,0.0,0.0,0.0,0.283908,0.0,3,169,0.34429708,0.36559552,0,0,0.76827526,0
91.0,0.0,0.0,0.0,0.0,0.2997475,0.0,3,169,0.3542989,0.36559552,0,0,0.76827526,0
92.0,0.0,0.0,0.0,0.0,0.29211083,0.0,3,118,0.3634565,0.36559552,0,0,0.32144526,0
93.0,0.0,0.0,0.0,0.0,0.2654172,0.0,3,118,0.37190145,0.36559552,0,0,0.32144526,0
74.0,0.0,0.0,0.0,0.0,0.3136015,0.0,3,207,0.37973666,0.38601282,0,0,0.32144526,0
76.0,0.0,0.0,0.0,0.0,0.2654172,0.0,3,207,0.3870443,0.38601282,0,0,0.32144526,0
74.0,0.0,0.0,0.0,0.0,0.283908,0.0,3,169,0.39389098,0.4031916,0,0,0.32144526,0
76.0,0.0,0.0,0.0,0.0,0.17814477,0.0,3,169,0.40033135,0.4031916,0,0,0.32144526,0
78.0,0.0,0.0,0.0,0.0,0.17814477,0.0,3,131,0.4043698,0.4031916,0,0,0.32144526,0
77.0,0.0,0.0,0.0,0.0,0.07672278,0.0,3,131,0.40826342,0.4031916,0,0,0.32144526,0
75.0,0.0,0.0,0.0,0.0,0.07672278,0.0,3,150,0.4120222,0.4031916,0,0,0.32144526,0
70.0,0.0,0.0,0.0,0.0,0.12160272,0.0,3,150,0.4156552,0.41801992,0,0,0.32144526,0
70.0,0.0,0.0,0.0,0.0,0.24320544,0.0,3,118,0.41917056,0.41801992,1,1,0.297179,0
70.0,0.0,0.0,0.0,0.0,0.17814477,0.0,3,118,0.42257568,0.41801992,1,1,0.297179,0
71.0,0.0,0.0,0.0,0.0,0.1983255,0.0,3,171,0.4258772,0.41801992,1,1,0.297179,0
71.0,0.0,0.0,0.0,0.0,0.29211083,0.0,3,171,0.42908135,0.43003514,1,1,0.297179,0
72.0,0.0,0.0,0.0,0.0,0.23016833,0.0,3,207,0.4321936,0.44085222,1,0,0.297179,0
72.0,0.0,0.41615304,0.08375253,0.06822414,0.2750483,0.38135707,3,207,0.4352191,0.44085222,1,0,0.297179,0
72.0,0.0,0.0,0.0,0.0,0.24320544,0.0,3,207,0.44258976,0.44085222,1,0,0.297179,0
73.0,0.0,0.0,0.0,0.0,0.23016833,0.0,3,207,0.44949168,0.44362444,1,0,0.297179,0
73.0,0.0,0.0,0.0,0.0,0.25486755,0.0,3,207,0.45598096,0.44632763,1,1,0.297179,0
74.0,0.0,0.0,0.0,0.0,0.48080528,0.0,3,207,0.46210414,0.44896513,1,1,0.297179,0
75.0,0.0,0.0,0.0,0.0,0.25486755,0.0,3,207,0.46790037,0.45154008,0,1,0.9916474,0
76.0,0.0,0.0,0.0,0.0,0.29211083,0.0,3,207,0.47340277,0.45651373,0,0,0.9916474,0
77.0,0.0,0.0,0.0,0.0,0.31992823,0.0,3,207,0.4786397,0.4612695,0,0,0.9916474,0
77.0,0.0,0.0,0.0,0.0,0.283908,0.0,3,207,0.48363563,0.1945357,0,0,0.9916474,0
97.0,0.0713312,0.4699802,0.113944516,0.08990562,0.5192739,0.427998,3,207,0.48841172,0.36559552,0,0,0.9916474,0
95.0,0.08158213,0.501622,0.13553607,0.108796954,0.4654072,0.4615629,3,207,0.49298656,0.5161089,0,0,0.9916474,0
91.0,0.11384123,0.51990724,0.149468,0.123075046,0.5624483,0.48386255,7,152,0.48171604,0.0,0,0,0.9916474,0
117.0,0.27814347,0.83795047,0.6088351,0.5371259,0.5493252,0.8037186,7,152,0.4691386,0.7921894,0,0,0.9916474,0
124.0,0.28765488,0.82941353,0.59082294,0.5171959,0.4455564,0.7935808,7,218,0.45491084,0.79673046,0,0,0.9916474,0
116.0,0.17144835,0.6857356,0.33424017,0.27504823,0.12160272,0.6430561,3,218,0.4385334,0.5357479,0,0,0.9916474,0
78.0,0.0,0.0,0.0,0.0,0.23016833,0.0,3,218,0.419239,0.69028646,0,0,0.8648691,0
85.0,0.0,0.0,0.0,0.0,0.0,0.0,3,218,0.39575854,0.58259714,0,0,0.8648691,0
87.0,0.0,0.0,0.0,0.0,0.0,0.0,3,218,0.36575752,0.34504905,0,0,0.8648691,0
84.0,0.0,0.0,0.0,0.0,0.4163181,0.0,3,218,0.32416055,0.41801992,0,0,0.8648691,0
86.0,0.0,0.0,0.0,0.0,0.5242383,0.0,3,218,0.25587094,0.5206907,0,0,0.8648691,0
99.0,0.108226016,0.5719902,0.19559523,0.15254837,0.7955006,0.52387726,3,218,0.029498655,0.0,0,0,0.8648691,0
76.0,0.0,0.0,0.0,0.0,0.75440663,0.0,3,252,0.17701164,0.0,0,0,0.8648691,0
72.0,0.0,0.0,0.0,0.0,0.80557734,0.0,0,252,0.23733501,0.0,0,1,0.8648691,0
71.0,0.0,0.0,0.0,0.0,0.7332017,0.0,0,218,0.2758854,0.49780113,0,1,0.8648691,0
68.0,0.0,0.0,0.0,0.0,0.8009728,0.0,0,218,0.30427676,0.41801992,0,1,0.8648691,0
69.0,0.0,0.0,0.0,0.0,0.4083131,0.0,0,218,0.32676178,0.45154008,0,0,0.9455055,0
67.0,0.0,0.0,0.0,0.0,0.8082956,0.0,0,218,0.34537965,0.61293995,0,0,0.9455055,0
69.0,0.0,0.0,0.0,0.0,0.8493304,0.0,0,218,0.36126742,0.56320715,0,0,0.9455055,0
