heart_rate,burned_calories,step,step_frequency,speed,m_speed,distance,m_activity,m_ambience,m_light,w_light,m_ble,m_screen_use,m_usage_stats,m_charging
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,207,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,207,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.23016833,0.0,3,150,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,152,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,152,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,159,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,159,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,213,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,213,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,207,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.15344556,0.0,3,207,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.17814477,0.0,3,18,0.0,0.0,0,0,0.060206305,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18,0.0,0.0,0,0,0.060206305,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18,0.0,0.0,0,0,0.060206305,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18,0.0,0.0,0,0,0.060206305,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18,0.0,0.0,0,0,0.060206305,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18,0.0,0.0,0,0,0.060206305,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,188,0.0,0.0,0,0,0.060206305,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,188,0.0,0.0,0,0,0.060206305,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18,0.0,0.0,0,0,0.060206305,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18,0.0,0.0,0,0,0.060206305,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,159,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,159,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,207,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,207,0.003560071,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.007007105,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.010348059,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.013589268,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.016736515,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.15344556,0.0,3,218,0.019795097,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.23016833,0.0,3,218,0.02276987,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.23016833,0.0,3,0,0.025665307,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.29211083,0.0,3,0,0.02848553,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.07672278,0.0,3,159,0.031234344,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,159,0.02848553,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.025665307,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.02276987,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.019795097,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.016736515,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.12160272,0.0,3,150,0.013589268,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.010348059,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,163,0.007007105,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,163,0.003560071,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,152,0.0,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,152,0.003560071,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.007007105,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.010348059,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.013589268,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.016736515,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.2750483,0.0,3,207,0.019795097,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.17814477,0.0,3,207,0.02276987,0.0,0,1,0.0,1
0.0,0.0,0.0,0.0,0.0,0.07672278,0.0,3,150,0.025665307,0.0,0,1,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.02848553,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.031234344,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.031234344,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.031234344,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.031234344,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,159,0.031234344,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,159,0.031234344,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,138,0.031234344,0.0,0,0,0.7425662,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,138,0.031234344,0.0,0,0,0.7425662,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,207,0.031234344,0.0,0,0,0.7425662,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,207,0.031234344,0.0,0,0,0.7425662,1
0.0,0.0,0.0,0.0,0.0,0.12160272,0.0,3,207,0.031234344,0.0,0,0,0.7425662,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,207,0.03391528,0.0,0,0,0.7425662,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,138,0.036531612,0.0,0,0,0.7425662,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,138,0.039086375,0.0,0,0,0.7425662,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,138,0.041582406,0.0,0,0,0.7425662,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,138,0.044022337,0.0,0,0,0.7425662,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.046408642,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.04874362,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,161,0.05102944,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,161,0.053268127,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.055461586,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.28284812,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.3512046,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,150,0.39282587,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,121,0.42283946,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,121,0.44632763,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,121,0.46562716,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,121,0.48200834,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,105,0.4962389,0.0,0,0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,105,0.50881857,0.0,0,0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.15344556,0.0,3,207,0.5200908,0.0,0,0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,207,0.5111947,0.0,0,0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,136,0.50150406,0.0,0,0,0.0,0
127.0,0.05666248,0.43125382,0.09145927,0.07788449,0.0,0.4034574,3,136,0.49086294,0.0,0,0,0.0,0
104.0,0.06896994,0.4699802,0.113944516,0.08785396,0.3136015,0.4240098,3,159,0.4790644,0.26979238,0,0,0.0,0
87.0,0.0,0.0,0.0,0.0,0.40263557,0.0,3,159,0.46582565,0.44085222,0,0,0.0,0
81.0,0.0,0.0,0.0,0.0,0.2750483,0.0,3,239,0.45074552,0.4031916,1,1,0.0,0
90.0,0.0,0.0,0.0,0.0,0.25486755,0.0,3,239,0.4332277,0.34504905,1,1,0.0,0
104.0,0.0,0.0,0.0,0.0,0.2654172,0.0,3,193,0.41232923,0.1945357,1,0,0.0,0
98.0,0.10535066,0.4699802,0.113944516,0.08452443,0.34214,0.4173705,3,193,0.38642564,0.36559552,1,0,0.0,0
108.0,0.18791476,0.724462,0.39441317,0.33333707,0.4213502,0.6857226,3,207,0.35233855,0.26979238,1,0,0.0,0
109.0,0.29004118,0.79747987,0.52606595,0.4488531,0.5242383,0.7569185,7,207,0.35219744,0.4921154,1,0,0.0,0
117.0,0.28137392,0.81418014,0.55940866,0.47509345,0.5299158,0.771374,7,207,0.35205618,0.78013504,1,0,0.0,0
117.0,0.27411807,0.8093366,0.5496189,0.46820265,0.5308344,0.767627,7,207,0.3519147,1.0,1,0,0.0,0
121.0,0.20843206,0.7538644,0.44460106,0.38140172,0.4213502,0.71708876,7,252,0.35177305,0.77822655,1,0,0.0,0
98.0,0.0,0.0,0.0,0.0,0.6009611,0.0,3,252,0.35163122,0.89677763,1,1,0.0,0
90.0,0.074815705,0.36088562,0.05995386,0.050078902,0.61885273,0.33180442,3,207,0.35148922,0.9068316,0,1,0.98348373,0
89.0,0.24951047,0.6890414,0.339113,0.27005818,0.70676166,0.6391062,3,207,0.351347,0.8896075,0,1,0.98348373,0
88.0,0.14576402,0.6170282,0.24392182,0.18347391,0.6566258,0.559599,0,218,0.3512046,0.6399697,0,1,0.98348373,0
88.0,0.0,0.0,0.0,0.0,0.52616334,0.0,0,218,0.35106203,0.5482752,0,1,0.98348373,0
87.0,0.070154645,0.45800656,0.10655235,0.081734136,0.6812663,0.41163784,0,218,0.35091928,0.57950956,0,1,0.98348373,0
87.0,0.04615617,0.41615304,0.08375253,0.05989127,0.7454356,0.3601267,0,218,0.33995518,0.6082357,0,1,0.98348373,0
88.0,0.06536719,0.44514516,0.09905821,0.07319717,0.66122645,0.3930341,0,218,0.32775822,0.6868455,0,1,0.98348373,0
85.0,0.0,0.0,0.0,0.0,0.34214,0.0,0,218,0.3140156,0.46876022,0,1,0.98348373,0
