heart_rate,burned_calories,step,step_frequency,speed,m_speed,distance,m_activity,m_ambience,m_light,w_light,m_ble,m_screen_use,m_usage_stats,m_charging
6.13253,0.0,0.0,0.0,0.0,0.27504653,0.0,3,0,0.0,0.0,0,0,0.051814348,1
6.2289157,0.0022494039,0.008221272,0.0039677504,0.0033511182,0.2682185,0.0077768555,3,0,0.0,0.0,0,0,0.051814348,1
6.0602407,0.0012924406,0.0070408653,0.002507058,0.001980516,0.26399562,0.0064841136,3,0,0.0,0.0006350936,0,0,0.051814348,1
6.3493977,0.0007581169,0.005195829,0.0011019189,0.0008632888,0.28226745,0.0046925284,3,0,0.0,0.0014864648,0,0,0.051814348,1
5.0,0.0011982219,0.006645169,0.002124143,0.0017319927,0.28567508,0.006176558,3,0,0.0,0.002127755,0,0,0.051814348,1
5.1807227,0.0011494941,0.0063659605,0.0018831597,0.0013946549,0.27733007,0.005695369,3,0,0.0,0.0049861926,0,0,0.051814348,1
5.0361447,0.0,0.0,0.0,0.0,0.27358449,0.0,3,0,0.0,0.005416043,0,0,0.051814348,1
4.7710843,0.0,0.0,0.0,0.0,0.2818699,0.0,3,0,0.0,0.005785133,0,0,0.051814348,1
4.9036145,0.0,0.0,0.0,0.0,0.2688922,0.0,3,0,0.0,0.01079614,0,0,0.051814348,1
4.8915663,0.0,0.0,0.0,0.0,0.27276704,0.0,3,0,0.0,0.011083924,0,0,0.051814348,1
4.686747,0.0,0.0,0.0,0.0,0.2785376,0.0,3,0,0.0,0.012852287,0,0,0.036185887,1
4.6506023,0.0,0.0,0.0,0.0,0.28018558,0.0,3,0,0.0,0.013675276,0,0,0.036185887,1
4.879518,0.0,0.0,0.0,0.0,0.2689494,0.0,3,0,0.0,0.013783445,0,0,0.036185887,1
4.9036145,0.0009151908,0.0040688114,0.0006238981,0.00047263215,0.27399418,0.0035515772,3,0,0.0,0.013883349,0,0,0.036185887,1
4.807229,0.0,0.0,0.0,0.0,0.2719702,0.0,3,0,0.0,0.019040085,0,0,0.036185887,1
4.7108436,0.0,0.005195829,0.0011019189,0.00079726614,0.27010855,0.0045341784,3,0,0.0,0.022349717,0,0,0.036185887,1
4.807229,0.0,0.005195829,0.0011019189,0.0008770015,0.26911992,0.004724163,3,0,0.0,0.019657137,0,0,0.036185887,1
4.7349396,0.0,0.0,0.0,0.0,0.26614425,0.0,3,0,0.0,0.024970278,0,0,0.036185887,1
4.8433733,0.0,0.0,0.0,0.0,0.26836535,0.0,3,0,0.0,0.02662548,0,0,0.036185887,1
5.0,0.0,0.0072466996,0.0027264967,0.002252084,0.28124976,0.0067864633,3,0,0.0,0.034206558,0,0,0.036185887,1
4.951807,0.0,0.0,0.0,0.0,0.27187303,0.0,3,0,0.0,0.036087763,0,0,0.028407753,1
5.0240965,0.0,0.0,0.0,0.0,0.27946293,0.0,3,0,0.0,0.036176823,0,0,0.028407753,1
5.1445785,0.0,0.0,0.0,0.0,0.27389082,0.0,3,0,0.0,0.03584689,0,0,0.028407753,1
5.204819,0.0,0.0,0.0,0.0,0.27967373,0.0,3,0,0.0,0.03903143,0,0,0.028407753,1
5.120482,0.0,0.0,0.0,0.0,0.27287266,0.0,3,0,0.0,0.044353746,0,0,0.028407753,1
5.0120482,0.0016125814,0.006156691,0.0017174301,0.0013701569,0.27696273,0.0056568156,3,0,0.0,0.04767628,0,0,0.028407753,1
5.1566267,0.0009962067,0.007111752,0.0025810245,0.0020094942,0.27221993,0.006517907,3,0,0.0,0.04915928,0,0,0.028407753,1
4.9638553,0.0014478719,0.009992934,0.0071183485,0.00626592,0.2685226,0.009579005,3,0,0.0,0.052981745,0,0,0.028407753,1
4.746988,0.0033247927,0.01012898,0.0074061304,0.0065456377,0.28696328,0.009720588,3,0,0.0,0.054422203,0,0,0.028407753,1
4.8433733,0.0033423828,0.010044994,0.0072277547,0.0063416045,0.2834415,0.00961767,3,0,0.0,0.048775136,0,0,0.028407753,1
5.0963855,0.0034197795,0.010027784,0.0071914895,0.0062934225,0.2751428,0.009593087,3,0,0.0,0.051167734,0,0,0.029215109,1
5.554217,0.0032936558,0.010062063,0.007263821,0.0063825687,0.28290442,0.0096384855,3,0,0.0,0.052299894,0,0,0.029215109,1
5.481928,0.0033292049,0.009828495,0.006778712,0.0058852234,0.28120738,0.009380189,3,0,0.0,0.054483827,0,0,0.029215109,1
5.4698796,0.0033814346,0.005013892,0.0010090666,0.00079528644,0.27664617,0.0045292666,3,0,0.0,0.057803888,0,0,0.029215109,1
5.39759,0.0006672621,0.0069674915,0.002432246,0.0018540266,0.27631,0.006331758,3,0,0.0,0.059411272,0,0,0.029215109,1
5.0240965,0.0015523076,0.005013892,0.0010090666,0.00078438286,0.2762155,0.004502034,3,0,0.0,0.062325228,0,0,0.029215109,1
4.86747,0.0007581169,0.0022971493,0.00021464138,0.00016091419,0.2699442,0.0018978069,3,0,0.0,0.06344761,0,0,0.029215109,1
4.8313255,0.0,0.0,0.0,0.0,0.27874145,0.0,3,0,0.0,0.068204895,0,0,0.029215109,1
4.8313255,0.0,0.0,0.0,0.0,0.2748708,0.0,3,0,0.0,0.070267476,0,0,0.029215109,1
4.746988,0.0,0.0,0.0,0.0,0.27842334,0.0,3,0,0.0,0.073596,0,0,0.029215109,1
4.8192773,0.0,0.0,0.0,0.0,0.28225142,0.0,3,0,0.0,0.07536404,0,0,0.079611555,1
4.86747,0.0,0.0,0.0,0.0,0.28600645,0.0,3,0,0.0,0.07704979,0,0,0.079611555,1
4.8915663,0.0,0.0,0.0,0.0,0.28080457,0.0,3,0,0.0,0.078488395,0,0,0.079611555,1
4.807229,0.0,0.0,0.0,0.0,0.27257946,0.0,3,0,0.0,0.080016635,0,0,0.079611555,1
4.9036145,0.0,0.0,0.0,0.0,0.27523416,0.0,3,0,0.0,0.08143477,0,0,0.079611555,1
4.7710843,0.0,0.0,0.0,0.0,0.2750331,0.0,3,0,0.0,0.08234943,0,0,0.079611555,1
4.6626506,0.0,0.0,0.0,0.0,0.27876392,0.0,3,0,0.0,0.08610356,0,0,0.079611555,1
4.7349396,0.0,0.0,0.0,0.0,0.2825791,0.0,3,0,0.0,0.087366074,0,0,0.079611555,1
4.8433733,0.0,0.0,0.0,0.0,0.2721417,0.0,3,0,0.0,0.08854002,0,0,0.079611555,1
4.8433733,0.0,0.0,0.0,0.0,0.27612987,0.0,3,0,0.0,0.09029638,0,0,0.079611555,1
4.9036145,0.0,0.0,0.0,0.0,0.27888563,0.0,3,0,0.0,0.091626875,0,0,0.062078584,1
